IdPeriod,MatchDate,MatchTime,Time,Match,Player1name,Player1team,LocationX,LocationY,AttackingDirection
2,2015/08/17,20:00:00.000000,920.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1980,-70,1
2,2015/08/17,20:00:00.000000,921,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2000,-70,1
2,2015/08/17,20:00:00.000000,921.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2020,-70,1
2,2015/08/17,20:00:00.000000,921.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2040,-80,1
2,2015/08/17,20:00:00.000000,921.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2060,-80,1
2,2015/08/17,20:00:00.000000,921.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2070,-90,1
2,2015/08/17,20:00:00.000000,921.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2090,-100,1
2,2015/08/17,20:00:00.000000,921.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2100,-110,1
2,2015/08/17,20:00:00.000000,921.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2110,-120,1
2,2015/08/17,20:00:00.000000,921.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2120,-130,1
2,2015/08/17,20:00:00.000000,921.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2130,-140,1
2,2015/08/17,20:00:00.000000,922,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2140,-150,1
2,2015/08/17,20:00:00.000000,922.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2140,-160,1
2,2015/08/17,20:00:00.000000,922.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2150,-170,1
2,2015/08/17,20:00:00.000000,922.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2150,-180,1
2,2015/08/17,20:00:00.000000,922.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2150,-180,1
2,2015/08/17,20:00:00.000000,922.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-190,1
2,2015/08/17,20:00:00.000000,922.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-190,1
2,2015/08/17,20:00:00.000000,922.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-200,1
2,2015/08/17,20:00:00.000000,922.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-200,1
2,2015/08/17,20:00:00.000000,922.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-200,1
2,2015/08/17,20:00:00.000000,923,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-210,1
2,2015/08/17,20:00:00.000000,923.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2160,-210,1
2,2015/08/17,20:00:00.000000,923.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2150,-220,1
2,2015/08/17,20:00:00.000000,923.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2140,-220,1
2,2015/08/17,20:00:00.000000,923.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2130,-230,1
2,2015/08/17,20:00:00.000000,923.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,2110,-240,1
