Time,Half,XPos,YPos
2085.0,Second Half
2085.1,Second Half
2085.2,Second Half
2085.3,Second Half
2085.4,Second Half
2085.5,Second Half
2085.6,Second Half
2085.7,Second Half
2085.8,Second Half
2085.9,Second Half
2086.0,Second Half
2086.1,Second Half
2086.2,Second Half
2086.3,Second Half
2086.4,Second Half
2086.5,Second Half
2086.6,Second Half
2086.7,Second Half
2086.8,Second Half
2086.9,Second Half
2087.0,Second Half
2087.1,Second Half
2087.2,Second Half
2087.3,Second Half
2087.4,Second Half
2087.5,Second Half
2087.6,Second Half
2087.7,Second Half
2087.8,Second Half
2087.9,Second Half
2088.0,Second Half
2088.1,Second Half
2088.2,Second Half
2088.3,Second Half
2088.4,Second Half
2088.5,Second Half
2088.6,Second Half
2088.7,Second Half
2088.8,Second Half
2088.9,Second Half
2089.0,Second Half
2089.1,Second Half
2089.2,Second Half
2089.3,Second Half
2089.4,Second Half
2089.5,Second Half
2089.6,Second Half
2089.7,Second Half
2089.8,Second Half
2089.9,Second Half
2090.0,Second Half
2090.1,Second Half
2090.2,Second Half
2090.3,Second Half
2090.4,Second Half
2090.5,Second Half
2090.6,Second Half
2090.7,Second Half
2090.8,Second Half
2090.9,Second Half
2091.0,Second Half
2091.1,Second Half
2091.2,Second Half
2091.3,Second Half
2091.4,Second Half
2091.5,Second Half
2091.6,Second Half
2091.7,Second Half
2091.8,Second Half
2091.9,Second Half
2092.0,Second Half
2092.1,Second Half
2092.2,Second Half
2092.3,Second Half
2092.4,Second Half
2092.5,Second Half
2092.6,Second Half
2092.7,Second Half
2092.8,Second Half
2092.9,Second Half
2093.0,Second Half
2093.1,Second Half
2093.2,Second Half
2093.3,Second Half
2093.4,Second Half
2093.5,Second Half
2093.6,Second Half
2093.7,Second Half
2093.8,Second Half
2093.9,Second Half
2094.0,Second Half
2094.1,Second Half
2094.2,Second Half
2094.3,Second Half
2094.4,Second Half
2094.5,Second Half
2094.6,Second Half
2094.7,Second Half
2094.8,Second Half
2094.9,Second Half
2095.0,Second Half
2095.1,Second Half
2095.2,Second Half
2095.3,Second Half
2095.4,Second Half
2095.5,Second Half
2095.6,Second Half
2095.7,Second Half
2095.8,Second Half
2095.9,Second Half
2096.0,Second Half
2096.1,Second Half
2096.2,Second Half
2096.3,Second Half
2096.4,Second Half
2096.5,Second Half
2096.6,Second Half
2096.7,Second Half
2096.8,Second Half
2096.9,Second Half
2097.0,Second Half
2097.1,Second Half
2097.2,Second Half
2097.3,Second Half
2097.4,Second Half
2097.5,Second Half
2097.6,Second Half
2097.7,Second Half
2097.8,Second Half
2097.9,Second Half
2098.0,Second Half
2098.1,Second Half
2098.2,Second Half
2098.3,Second Half
2098.4,Second Half
2098.5,Second Half
2098.6,Second Half
2098.7,Second Half
2098.8,Second Half
2098.9,Second Half
2099.0,Second Half
2099.1,Second Half
2099.2,Second Half
2099.3,Second Half
2099.4,Second Half
2099.5,Second Half
2099.6,Second Half
2099.7,Second Half
2099.8,Second Half
2099.9,Second Half
2100.0,Second Half
2100.1,Second Half
2100.2,Second Half
2100.3,Second Half
2100.4,Second Half
2100.5,Second Half
2100.6,Second Half
2100.7,Second Half
2100.8,Second Half
2100.9,Second Half
2101.0,Second Half
2101.1,Second Half
2101.2,Second Half
2101.3,Second Half
2101.4,Second Half
2101.5,Second Half
2101.6,Second Half
2101.7,Second Half
2101.8,Second Half
2101.9,Second Half
2102.0,Second Half
2102.1,Second Half
2102.2,Second Half
2102.3,Second Half
2102.4,Second Half
2102.5,Second Half
2102.6,Second Half
2102.7,Second Half
2102.8,Second Half
2102.9,Second Half
2103.0,Second Half
2103.1,Second Half
2103.2,Second Half
2103.3,Second Half
2103.4,Second Half
2103.5,Second Half
2103.6,Second Half
2103.7,Second Half
2103.8,Second Half
2103.9,Second Half
2104.0,Second Half
2104.1,Second Half
2104.2,Second Half
2104.3,Second Half
2104.4,Second Half
2104.5,Second Half
2104.6,Second Half
2104.7,Second Half
2104.8,Second Half
2104.9,Second Half
2105.0,Second Half
2105.1,Second Half
2105.2,Second Half
2105.3,Second Half
2105.4,Second Half
2105.5,Second Half
2105.6,Second Half
2105.7,Second Half
2105.8,Second Half
2105.9,Second Half
2106.0,Second Half
2106.1,Second Half
2106.2,Second Half
2106.3,Second Half
2106.4,Second Half
2106.5,Second Half
2106.6,Second Half
2106.7,Second Half
2106.8,Second Half
2106.9,Second Half
2107.0,Second Half
2107.1,Second Half
2107.2,Second Half
2107.3,Second Half
2107.4,Second Half
2107.5,Second Half
2107.6,Second Half
2107.7,Second Half
2107.8,Second Half
2107.9,Second Half
2108.0,Second Half
2108.1,Second Half
2108.2,Second Half
2108.3,Second Half
2108.4,Second Half
2108.5,Second Half
2108.6,Second Half
2108.7,Second Half
2108.8,Second Half
2108.9,Second Half
2109.0,Second Half
2109.1,Second Half
2109.2,Second Half
2109.3,Second Half
2109.4,Second Half
2109.5,Second Half
2109.6,Second Half
2109.7,Second Half
2109.8,Second Half
2109.9,Second Half
2110.0,Second Half
2110.1,Second Half
2110.2,Second Half
2110.3,Second Half
2110.4,Second Half
2110.5,Second Half
2110.6,Second Half
2110.7,Second Half
2110.8,Second Half
2110.9,Second Half
2111.0,Second Half
2111.1,Second Half
2111.2,Second Half
2111.3,Second Half
2111.4,Second Half
2111.5,Second Half
2111.6,Second Half
2111.7,Second Half
2111.8,Second Half
2111.9,Second Half
2112.0,Second Half
2112.1,Second Half
2112.2,Second Half
2112.3,Second Half
2112.4,Second Half
2112.5,Second Half
2112.6,Second Half
2112.7,Second Half
2112.8,Second Half
2112.9,Second Half
2113.0,Second Half
2113.1,Second Half
2113.2,Second Half
2113.3,Second Half
2113.4,Second Half
2113.5,Second Half
2113.6,Second Half
2113.7,Second Half
2113.8,Second Half
2113.9,Second Half
2114.0,Second Half
2114.1,Second Half
2114.2,Second Half
2114.3,Second Half
2114.4,Second Half
2114.5,Second Half
2114.6,Second Half
2114.7,Second Half
2114.8,Second Half
2114.9,Second Half
2115.0,Second Half
2115.1,Second Half
2115.2,Second Half
2115.3,Second Half
2115.4,Second Half
2115.5,Second Half
2115.6,Second Half
2115.7,Second Half
2115.8,Second Half
2115.9,Second Half
2116.0,Second Half
2116.1,Second Half
2116.2,Second Half
2116.3,Second Half
2116.4,Second Half
2116.5,Second Half
2116.6,Second Half
2116.7,Second Half
2116.8,Second Half
2116.9,Second Half
2117.0,Second Half
2117.1,Second Half
2117.2,Second Half
2117.3,Second Half
2117.4,Second Half
2117.5,Second Half
2117.6,Second Half
2117.7,Second Half
2117.8,Second Half
2117.9,Second Half
2118.0,Second Half
2118.1,Second Half
2118.2,Second Half
2118.3,Second Half
2118.4,Second Half
2118.5,Second Half
2118.6,Second Half
2118.7,Second Half
2118.8,Second Half
2118.9,Second Half
2119.0,Second Half
2119.1,Second Half
2119.2,Second Half
2119.3,Second Half
2119.4,Second Half
2119.5,Second Half
2119.6,Second Half
2119.7,Second Half
2119.8,Second Half
2119.9,Second Half
2120.0,Second Half
2120.1,Second Half
2120.2,Second Half
2120.3,Second Half
2120.4,Second Half
2120.5,Second Half
2120.6,Second Half
2120.7,Second Half
2120.8,Second Half
2120.9,Second Half
2121.0,Second Half
2121.1,Second Half
2121.2,Second Half
2121.3,Second Half
2121.4,Second Half
2121.5,Second Half
2121.6,Second Half
2121.7,Second Half
2121.8,Second Half
2121.9,Second Half
2122.0,Second Half
2122.1,Second Half
2122.2,Second Half
2122.3,Second Half
2122.4,Second Half
2122.5,Second Half
2122.6,Second Half
2122.7,Second Half
2122.8,Second Half
2122.9,Second Half
2123.0,Second Half
2123.1,Second Half
2123.2,Second Half
2123.3,Second Half
2123.4,Second Half
2123.5,Second Half
2123.6,Second Half
2123.7,Second Half
2123.8,Second Half
2123.9,Second Half
2124.0,Second Half
2124.1,Second Half
2124.2,Second Half
2124.3,Second Half
2124.4,Second Half
2124.5,Second Half
2124.6,Second Half
2124.7,Second Half
2124.8,Second Half
2124.9,Second Half
2125.0,Second Half
2125.1,Second Half
2125.2,Second Half
2125.3,Second Half
2125.4,Second Half
2125.5,Second Half
2125.6,Second Half
2125.7,Second Half
2125.8,Second Half
2125.9,Second Half
2126.0,Second Half
2126.1,Second Half
2126.2,Second Half
2126.3,Second Half
2126.4,Second Half
2126.5,Second Half
2126.6,Second Half
2126.7,Second Half
2126.8,Second Half
2126.9,Second Half
2127.0,Second Half
2127.1,Second Half
2127.2,Second Half
2127.3,Second Half
2127.4,Second Half
2127.5,Second Half
2127.6,Second Half
2127.7,Second Half
2127.8,Second Half
2127.9,Second Half
2128.0,Second Half
2128.1,Second Half
2128.2,Second Half
2128.3,Second Half
2128.4,Second Half
2128.5,Second Half
2128.6,Second Half
2128.7,Second Half
2128.8,Second Half
2128.9,Second Half
2129.0,Second Half
2129.1,Second Half
2129.2,Second Half
2129.3,Second Half
2129.4,Second Half
2129.5,Second Half
2129.6,Second Half
2129.7,Second Half
2129.8,Second Half
2129.9,Second Half
2130.0,Second Half
2130.1,Second Half
2130.2,Second Half
2130.3,Second Half
2130.4,Second Half
2130.5,Second Half
2130.6,Second Half
2130.7,Second Half
2130.8,Second Half
2130.9,Second Half
2131.0,Second Half
2131.1,Second Half
2131.2,Second Half
2131.3,Second Half
2131.4,Second Half
2131.5,Second Half
2131.6,Second Half
2131.7,Second Half
2131.8,Second Half
2131.9,Second Half
2132.0,Second Half
2132.1,Second Half
2132.2,Second Half
2132.3,Second Half
2132.4,Second Half
2132.5,Second Half
2132.6,Second Half
2132.7,Second Half
2132.8,Second Half
2132.9,Second Half
2133.0,Second Half
2133.1,Second Half
2133.2,Second Half
2133.3,Second Half
2133.4,Second Half
2133.5,Second Half
2133.6,Second Half
2133.7,Second Half
2133.8,Second Half
2133.9,Second Half
2134.0,Second Half
2134.1,Second Half
2134.2,Second Half
2134.3,Second Half
2134.4,Second Half
2134.5,Second Half
2134.6,Second Half
2134.7,Second Half
2134.8,Second Half
2134.9,Second Half
2135.0,Second Half
2135.1,Second Half
2135.2,Second Half
2135.3,Second Half
2135.4,Second Half
2135.5,Second Half
2135.6,Second Half
2135.7,Second Half
2135.8,Second Half
2135.9,Second Half
2136.0,Second Half
2136.1,Second Half
2136.2,Second Half
2136.3,Second Half
2136.4,Second Half
2136.5,Second Half
2136.6,Second Half
2136.7,Second Half
2136.8,Second Half
2136.9,Second Half
2137.0,Second Half
2137.1,Second Half
2137.2,Second Half
2137.3,Second Half
2137.4,Second Half
2137.5,Second Half
2137.6,Second Half
2137.7,Second Half
2137.8,Second Half
2137.9,Second Half
2138.0,Second Half
2138.1,Second Half
2138.2,Second Half
2138.3,Second Half
2138.4,Second Half
2138.5,Second Half
2138.6,Second Half
2138.7,Second Half
2138.8,Second Half
2138.9,Second Half
2139.0,Second Half
2139.1,Second Half
2139.2,Second Half
2139.3,Second Half
2139.4,Second Half
2139.5,Second Half
2139.6,Second Half
2139.7,Second Half
2139.8,Second Half
2139.9,Second Half
2140.0,Second Half
2140.1,Second Half
2140.2,Second Half
2140.3,Second Half
2140.4,Second Half
2140.5,Second Half
2140.6,Second Half
2140.7,Second Half
2140.8,Second Half
2140.9,Second Half
2141.0,Second Half
2141.1,Second Half
2141.2,Second Half
2141.3,Second Half
2141.4,Second Half
2141.5,Second Half
2141.6,Second Half
2141.7,Second Half
2141.8,Second Half
2141.9,Second Half
2142.0,Second Half
2142.1,Second Half
2142.2,Second Half
2142.3,Second Half
2142.4,Second Half
2142.5,Second Half
2142.6,Second Half
2142.7,Second Half
2142.8,Second Half
2142.9,Second Half
2143.0,Second Half
2143.1,Second Half
2143.2,Second Half
2143.3,Second Half
2143.4,Second Half
2143.5,Second Half
2143.6,Second Half
2143.7,Second Half
2143.8,Second Half
2143.9,Second Half
2144.0,Second Half
2144.1,Second Half
2144.2,Second Half
2144.3,Second Half
2144.4,Second Half
2144.5,Second Half
2144.6,Second Half
2144.7,Second Half
2144.8,Second Half
2144.9,Second Half
2145.0,Second Half
2145.1,Second Half
2145.2,Second Half
2145.3,Second Half
2145.4,Second Half
2145.5,Second Half
2145.6,Second Half
2145.7,Second Half
2145.8,Second Half
2145.9,Second Half
2146.0,Second Half
2146.1,Second Half
2146.2,Second Half
2146.3,Second Half
2146.4,Second Half
2146.5,Second Half
2146.6,Second Half
2146.7,Second Half
2146.8,Second Half
2146.9,Second Half
2147.0,Second Half
2147.1,Second Half
2147.2,Second Half
2147.3,Second Half
2147.4,Second Half
2147.5,Second Half
2147.6,Second Half
2147.7,Second Half
2147.8,Second Half
2147.9,Second Half
2148.0,Second Half
2148.1,Second Half
2148.2,Second Half
2148.3,Second Half
2148.4,Second Half
2148.5,Second Half
2148.6,Second Half
2148.7,Second Half
2148.8,Second Half
2148.9,Second Half
2149.0,Second Half
2149.1,Second Half
2149.2,Second Half
2149.3,Second Half
2149.4,Second Half
2149.5,Second Half
2149.6,Second Half
2149.7,Second Half
2149.8,Second Half
2149.9,Second Half
2150.0,Second Half
2150.1,Second Half
2150.2,Second Half
2150.3,Second Half
2150.4,Second Half
2150.5,Second Half
2150.6,Second Half
2150.7,Second Half
2150.8,Second Half
2150.9,Second Half
2151.0,Second Half
2151.1,Second Half
2151.2,Second Half
2151.3,Second Half
2151.4,Second Half
2151.5,Second Half
2151.6,Second Half
2151.7,Second Half
2151.8,Second Half
2151.9,Second Half
2152.0,Second Half
2152.1,Second Half
2152.2,Second Half
2152.3,Second Half
2152.4,Second Half
2152.5,Second Half
2152.6,Second Half
2152.7,Second Half
2152.8,Second Half
2152.9,Second Half
2153.0,Second Half
2153.1,Second Half
2153.2,Second Half
2153.3,Second Half
2153.4,Second Half
2153.5,Second Half
2153.6,Second Half
2153.7,Second Half
2153.8,Second Half
2153.9,Second Half
2154.0,Second Half
2154.1,Second Half
2154.2,Second Half
2154.3,Second Half
2154.4,Second Half
2154.5,Second Half
2154.6,Second Half
2154.7,Second Half
2154.8,Second Half
2154.9,Second Half
2155.0,Second Half
2155.1,Second Half
2155.2,Second Half
2155.3,Second Half
2155.4,Second Half
2155.5,Second Half
2155.6,Second Half
2155.7,Second Half
2155.8,Second Half
2155.9,Second Half
2156.0,Second Half
2156.1,Second Half
2156.2,Second Half
2156.3,Second Half
2156.4,Second Half
2156.5,Second Half
2156.6,Second Half
2156.7,Second Half
2156.8,Second Half
2156.9,Second Half
2157.0,Second Half
2157.1,Second Half
2157.2,Second Half
2157.3,Second Half
2157.4,Second Half
2157.5,Second Half
2157.6,Second Half
2157.7,Second Half
2157.8,Second Half
2157.9,Second Half
2158.0,Second Half
2158.1,Second Half
2158.2,Second Half
2158.3,Second Half
2158.4,Second Half
2158.5,Second Half
2158.6,Second Half
2158.7,Second Half
2158.8,Second Half
2158.9,Second Half
2159.0,Second Half
2159.1,Second Half
2159.2,Second Half
2159.3,Second Half
2159.4,Second Half
2159.5,Second Half
2159.6,Second Half
2159.7,Second Half
2159.8,Second Half
2159.9,Second Half
2160.0,Second Half
2160.1,Second Half
2160.2,Second Half
2160.3,Second Half
2160.4,Second Half
2160.5,Second Half
2160.6,Second Half
2160.7,Second Half
2160.8,Second Half
2160.9,Second Half
2161.0,Second Half
2161.1,Second Half
2161.2,Second Half
2161.3,Second Half
2161.4,Second Half
2161.5,Second Half
2161.6,Second Half
2161.7,Second Half
2161.8,Second Half
2161.9,Second Half
2162.0,Second Half
2162.1,Second Half
2162.2,Second Half
2162.3,Second Half
2162.4,Second Half
2162.5,Second Half
2162.6,Second Half
2162.7,Second Half
2162.8,Second Half
2162.9,Second Half
2163.0,Second Half
2163.1,Second Half
2163.2,Second Half
2163.3,Second Half
2163.4,Second Half
2163.5,Second Half
2163.6,Second Half
2163.7,Second Half
2163.8,Second Half
2163.9,Second Half
2164.0,Second Half
2164.1,Second Half
2164.2,Second Half
2164.3,Second Half
2164.4,Second Half
2164.5,Second Half
2164.6,Second Half
2164.7,Second Half
2164.8,Second Half
2164.9,Second Half
2165.0,Second Half
2165.1,Second Half
2165.2,Second Half
2165.3,Second Half
2165.4,Second Half
2165.5,Second Half
2165.6,Second Half
2165.7,Second Half
2165.8,Second Half
2165.9,Second Half
2166.0,Second Half
2166.1,Second Half
2166.2,Second Half
2166.3,Second Half
2166.4,Second Half
2166.5,Second Half
2166.6,Second Half
2166.7,Second Half
2166.8,Second Half
2166.9,Second Half
2167.0,Second Half
2167.1,Second Half
2167.2,Second Half
2167.3,Second Half
2167.4,Second Half
2167.5,Second Half
2167.6,Second Half
2167.7,Second Half
2167.8,Second Half
2167.9,Second Half
2168.0,Second Half
2168.1,Second Half
2168.2,Second Half
2168.3,Second Half
2168.4,Second Half
2168.5,Second Half
2168.6,Second Half
2168.7,Second Half
2168.8,Second Half
2168.9,Second Half
2169.0,Second Half
2169.1,Second Half
2169.2,Second Half
2169.3,Second Half
2169.4,Second Half
2169.5,Second Half
2169.6,Second Half
2169.7,Second Half
2169.8,Second Half
2169.9,Second Half
2170.0,Second Half
2170.1,Second Half
2170.2,Second Half
2170.3,Second Half
2170.4,Second Half
2170.5,Second Half
2170.6,Second Half
2170.7,Second Half
2170.8,Second Half
2170.9,Second Half
2171.0,Second Half
2171.1,Second Half
2171.2,Second Half
2171.3,Second Half
2171.4,Second Half
2171.5,Second Half
2171.6,Second Half
2171.7,Second Half
2171.8,Second Half
2171.9,Second Half
2172.0,Second Half
2172.1,Second Half
2172.2,Second Half
2172.3,Second Half
2172.4,Second Half
2172.5,Second Half
2172.6,Second Half
2172.7,Second Half
2172.8,Second Half
2172.9,Second Half
2173.0,Second Half
2173.1,Second Half
2173.2,Second Half
2173.3,Second Half
2173.4,Second Half
2173.5,Second Half
2173.6,Second Half
2173.7,Second Half
2173.8,Second Half
2173.9,Second Half
2174.0,Second Half
2174.1,Second Half
2174.2,Second Half
2174.3,Second Half
2174.4,Second Half
2174.5,Second Half
2174.6,Second Half
2174.7,Second Half
2174.8,Second Half
2174.9,Second Half
2175.0,Second Half
2175.1,Second Half
2175.2,Second Half
2175.3,Second Half
2175.4,Second Half
2175.5,Second Half
2175.6,Second Half
2175.7,Second Half
2175.8,Second Half
2175.9,Second Half
2176.0,Second Half
2176.1,Second Half
2176.2,Second Half
2176.3,Second Half
2176.4,Second Half
2176.5,Second Half
2176.6,Second Half
2176.7,Second Half
2176.8,Second Half
2176.9,Second Half
2177.0,Second Half
2177.1,Second Half
2177.2,Second Half
2177.3,Second Half
2177.4,Second Half
2177.5,Second Half
2177.6,Second Half
2177.7,Second Half
2177.8,Second Half
2177.9,Second Half
2178.0,Second Half
2178.1,Second Half
2178.2,Second Half
2178.3,Second Half
2178.4,Second Half
2178.5,Second Half
2178.6,Second Half
2178.7,Second Half
2178.8,Second Half
2178.9,Second Half
2179.0,Second Half
2179.1,Second Half
2179.2,Second Half
2179.3,Second Half
2179.4,Second Half
2179.5,Second Half
2179.6,Second Half
2179.7,Second Half
2179.8,Second Half
2179.9,Second Half
2180.0,Second Half
2180.1,Second Half
2180.2,Second Half
2180.3,Second Half
2180.4,Second Half
2180.5,Second Half
2180.6,Second Half
2180.7,Second Half
2180.8,Second Half
2180.9,Second Half
2181.0,Second Half
2181.1,Second Half
2181.2,Second Half
2181.3,Second Half
2181.4,Second Half
2181.5,Second Half
2181.6,Second Half
2181.7,Second Half
2181.8,Second Half
2181.9,Second Half
2182.0,Second Half
2182.1,Second Half
2182.2,Second Half
2182.3,Second Half
2182.4,Second Half
2182.5,Second Half
2182.6,Second Half
2182.7,Second Half
2182.8,Second Half
2182.9,Second Half
2183.0,Second Half
2183.1,Second Half
2183.2,Second Half
2183.3,Second Half
2183.4,Second Half
2183.5,Second Half
2183.6,Second Half
2183.7,Second Half
2183.8,Second Half
2183.9,Second Half
2184.0,Second Half
2184.1,Second Half
2184.2,Second Half
2184.3,Second Half
2184.4,Second Half
2184.5,Second Half
2184.6,Second Half
2184.7,Second Half
2184.8,Second Half
2184.9,Second Half
2185.0,Second Half
2185.1,Second Half
2185.2,Second Half
2185.3,Second Half
2185.4,Second Half
2185.5,Second Half
2185.6,Second Half
2185.7,Second Half
2185.8,Second Half
2185.9,Second Half
2186.0,Second Half
2186.1,Second Half
2186.2,Second Half
2186.3,Second Half
2186.4,Second Half
2186.5,Second Half
2186.6,Second Half
2186.7,Second Half
2186.8,Second Half
2186.9,Second Half
2187.0,Second Half
2187.1,Second Half
2187.2,Second Half
2187.3,Second Half
2187.4,Second Half
2187.5,Second Half
2187.6,Second Half
2187.7,Second Half
2187.8,Second Half
2187.9,Second Half
2188.0,Second Half
2188.1,Second Half
2188.2,Second Half
2188.3,Second Half
2188.4,Second Half
2188.5,Second Half
2188.6,Second Half
2188.7,Second Half
2188.8,Second Half
2188.9,Second Half
2189.0,Second Half
2189.1,Second Half
2189.2,Second Half
2189.3,Second Half
2189.4,Second Half
2189.5,Second Half
2189.6,Second Half
2189.7,Second Half
2189.8,Second Half
2189.9,Second Half
2190.0,Second Half
2190.1,Second Half
2190.2,Second Half
2190.3,Second Half
2190.4,Second Half
2190.5,Second Half
2190.6,Second Half
2190.7,Second Half
2190.8,Second Half
2190.9,Second Half
2191.0,Second Half
2191.1,Second Half
2191.2,Second Half
2191.3,Second Half
2191.4,Second Half
2191.5,Second Half
2191.6,Second Half
2191.7,Second Half
2191.8,Second Half
2191.9,Second Half
2192.0,Second Half
2192.1,Second Half
2192.2,Second Half
2192.3,Second Half
2192.4,Second Half
2192.5,Second Half
2192.6,Second Half
2192.7,Second Half
2192.8,Second Half
2192.9,Second Half
2193.0,Second Half
2193.1,Second Half
2193.2,Second Half
2193.3,Second Half
2193.4,Second Half
2193.5,Second Half
2193.6,Second Half
2193.7,Second Half
2193.8,Second Half
2193.9,Second Half
2194.0,Second Half
2194.1,Second Half
2194.2,Second Half
2194.3,Second Half
2194.4,Second Half
2194.5,Second Half
2194.6,Second Half
2194.7,Second Half
2194.8,Second Half
2194.9,Second Half
2195.0,Second Half
2195.1,Second Half
2195.2,Second Half
2195.3,Second Half
2195.4,Second Half
2195.5,Second Half
2195.6,Second Half
2195.7,Second Half
2195.8,Second Half
2195.9,Second Half
2196.0,Second Half
2196.1,Second Half
2196.2,Second Half
2196.3,Second Half
2196.4,Second Half
2196.5,Second Half
2196.6,Second Half
2196.7,Second Half
2196.8,Second Half
2196.9,Second Half
2197.0,Second Half
2197.1,Second Half
2197.2,Second Half
2197.3,Second Half
2197.4,Second Half
2197.5,Second Half
2197.6,Second Half
2197.7,Second Half
2197.8,Second Half
2197.9,Second Half
2198.0,Second Half
2198.1,Second Half
2198.2,Second Half
2198.3,Second Half
2198.4,Second Half
2198.5,Second Half
2198.6,Second Half
2198.7,Second Half
2198.8,Second Half
2198.9,Second Half
2199.0,Second Half
2199.1,Second Half
2199.2,Second Half
2199.3,Second Half
2199.4,Second Half
2199.5,Second Half
2199.6,Second Half
2199.7,Second Half
2199.8,Second Half
2199.9,Second Half
2200.0,Second Half
2200.1,Second Half
2200.2,Second Half
2200.3,Second Half
2200.4,Second Half
2200.5,Second Half
2200.6,Second Half
2200.7,Second Half
2200.8,Second Half
2200.9,Second Half
2201.0,Second Half
2201.1,Second Half
2201.2,Second Half
2201.3,Second Half
2201.4,Second Half
2201.5,Second Half
2201.6,Second Half
2201.7,Second Half
2201.8,Second Half
2201.9,Second Half
2202.0,Second Half
2202.1,Second Half
2202.2,Second Half
2202.3,Second Half
2202.4,Second Half
2202.5,Second Half
2202.6,Second Half
2202.7,Second Half
2202.8,Second Half
2202.9,Second Half
2203.0,Second Half
2203.1,Second Half
2203.2,Second Half
2203.3,Second Half
2203.4,Second Half
2203.5,Second Half
2203.6,Second Half
2203.7,Second Half
2203.8,Second Half
2203.9,Second Half
2204.0,Second Half
2204.1,Second Half
2204.2,Second Half
2204.3,Second Half
2204.4,Second Half
2204.5,Second Half
2204.6,Second Half
2204.7,Second Half
2204.8,Second Half
2204.9,Second Half
2205.0,Second Half
2205.1,Second Half
2205.2,Second Half
2205.3,Second Half
2205.4,Second Half
2205.5,Second Half
2205.6,Second Half
2205.7,Second Half
2205.8,Second Half
2205.9,Second Half
2206.0,Second Half
2206.1,Second Half
2206.2,Second Half
2206.3,Second Half
2206.4,Second Half
2206.5,Second Half
2206.6,Second Half
2206.7,Second Half
2206.8,Second Half
2206.9,Second Half
2207.0,Second Half
2207.1,Second Half
2207.2,Second Half
2207.3,Second Half
2207.4,Second Half
2207.5,Second Half
2207.6,Second Half
2207.7,Second Half
2207.8,Second Half
2207.9,Second Half
2208.0,Second Half
2208.1,Second Half
2208.2,Second Half
2208.3,Second Half
2208.4,Second Half
2208.5,Second Half
2208.6,Second Half
2208.7,Second Half
2208.8,Second Half
2208.9,Second Half
2209.0,Second Half
2209.1,Second Half
2209.2,Second Half
2209.3,Second Half
2209.4,Second Half
2209.5,Second Half
2209.6,Second Half
2209.7,Second Half
2209.8,Second Half
2209.9,Second Half
2210.0,Second Half
2210.1,Second Half
2210.2,Second Half
2210.3,Second Half
2210.4,Second Half
2210.5,Second Half
2210.6,Second Half
2210.7,Second Half
2210.8,Second Half
2210.9,Second Half
2211.0,Second Half
2211.1,Second Half
2211.2,Second Half
2211.3,Second Half
2211.4,Second Half
2211.5,Second Half
2211.6,Second Half
2211.7,Second Half
2211.8,Second Half
2211.9,Second Half
2212.0,Second Half
2212.1,Second Half
2212.2,Second Half
2212.3,Second Half
2212.4,Second Half
2212.5,Second Half
2212.6,Second Half
2212.7,Second Half
2212.8,Second Half
2212.9,Second Half
2213.0,Second Half
2213.1,Second Half
2213.2,Second Half
2213.3,Second Half
2213.4,Second Half
2213.5,Second Half
2213.6,Second Half
2213.7,Second Half
2213.8,Second Half
2213.9,Second Half
2214.0,Second Half
2214.1,Second Half
2214.2,Second Half
2214.3,Second Half
2214.4,Second Half
2214.5,Second Half
2214.6,Second Half
2214.7,Second Half
2214.8,Second Half
2214.9,Second Half
2215.0,Second Half
2215.1,Second Half
2215.2,Second Half
2215.3,Second Half
2215.4,Second Half
2215.5,Second Half
2215.6,Second Half
2215.7,Second Half
2215.8,Second Half
2215.9,Second Half
2216.0,Second Half
2216.1,Second Half
2216.2,Second Half
2216.3,Second Half
2216.4,Second Half
2216.5,Second Half
2216.6,Second Half
2216.7,Second Half
2216.8,Second Half
2216.9,Second Half
2217.0,Second Half
2217.1,Second Half
2217.2,Second Half
2217.3,Second Half
2217.4,Second Half
2217.5,Second Half
2217.6,Second Half
2217.7,Second Half
2217.8,Second Half
2217.9,Second Half
2218.0,Second Half
2218.1,Second Half
2218.2,Second Half
2218.3,Second Half
2218.4,Second Half
2218.5,Second Half
2218.6,Second Half
2218.7,Second Half
2218.8,Second Half
2218.9,Second Half
2219.0,Second Half
2219.1,Second Half
2219.2,Second Half
2219.3,Second Half
2219.4,Second Half
2219.5,Second Half
2219.6,Second Half
2219.7,Second Half
2219.8,Second Half
2219.9,Second Half
2220.0,Second Half
2220.1,Second Half
2220.2,Second Half
2220.3,Second Half
2220.4,Second Half
2220.5,Second Half
2220.6,Second Half
2220.7,Second Half
2220.8,Second Half
2220.9,Second Half
2221.0,Second Half
2221.1,Second Half
2221.2,Second Half
2221.3,Second Half
2221.4,Second Half
2221.5,Second Half
2221.6,Second Half
2221.7,Second Half
2221.8,Second Half
2221.9,Second Half
2222.0,Second Half
2222.1,Second Half
2222.2,Second Half
2222.3,Second Half
2222.4,Second Half
2222.5,Second Half
2222.6,Second Half
2222.7,Second Half
2222.8,Second Half
2222.9,Second Half
2223.0,Second Half
2223.1,Second Half
2223.2,Second Half
2223.3,Second Half
2223.4,Second Half
2223.5,Second Half
2223.6,Second Half
2223.7,Second Half
2223.8,Second Half
2223.9,Second Half
2224.0,Second Half
2224.1,Second Half
2224.2,Second Half
2224.3,Second Half
2224.4,Second Half
2224.5,Second Half
2224.6,Second Half
2224.7,Second Half
