Time, Half, Event, Player1, Player2,GAME TIME, XPos, YPos
14:26.5, 0, Pass, 13 Nikola Karabatic,  ,13:17.7, -6.57, 0.88
14:27.0, 0, Player Catch, 18 William Accambray,  ,13:18.2, -7.83, 6.43
14:28.2, 0, Pass, 18 William Accambray,  ,13:19.4, -8.35, 6.27
14:28.6, 0, Player Catch, 21 Michael Guigou,  ,13:19.8, -9.64, 9.17
14:31.1, 0, Pass, 21 Michael Guigou,  ,13:22.3, -13.65, 9.20
14:31.5, 0, Player Catch, 18 William Accambray,  ,13:22.7, -9.88, 6.69
14:32.6, 0, Pass, 18 William Accambray,  ,13:23.8, -9.19, 6.71
14:33.2, 0, Player Catch, 13 Nikola Karabatic,  ,13:24.4, -7.00, -1.23
14:34.1, 0, Pass, 13 Nikola Karabatic,  ,13:25.3, -7.57, -2.76
14:34.7, 0, Player Catch, 4 Xavier Barachet,  ,13:25.9, -11.83, -9.32
14:35.3, 0, Pass, 4 Xavier Barachet,  ,13:26.5, -11.87, -9.14
14:35.9, 0, Player Catch, 13 Nikola Karabatic,  ,13:27.1, -8.16, -2.45
14:36.4, 0, Pass, 13 Nikola Karabatic,  ,13:27.6, -7.70, -1.41
14:37.0, 0, Player Catch, 18 William Accambray,  ,13:28.2, -8.36, 8.01
14:37.8, 0, Pass, 18 William Accambray,  ,13:29.0, -9.85, 8.80
14:38.3, 0, Player Catch, 21 Michael Guigou,  ,13:29.5, -15.25, 9.64
14:39.2, 0, Pass, 21 Michael Guigou,  ,13:30.4, -16.43, 9.24
14:39.7, 0, Player Catch, 18 William Accambray,  ,13:30.9, -12.03, 9.27
14:40.3, 0, Pass, 18 William Accambray,  ,13:31.5, -11.89, 8.84
14:40.9, 0, Player Catch, 13 Nikola Karabatic,  ,13:32.1, -6.50, 1.32
14:41.4, 0, Pass, 13 Nikola Karabatic,  ,13:32.6, -6.33, 0.32
14:41.8, 0, Player Catch, 28 Valentin Porte,  ,13:33.0, -7.67, -1.60
14:43.6, 0, Pass, 28 Valentin Porte,  ,13:34.8, -11.27, 0.93
14:44.1, 0, Player Catch, 18 William Accambray,  ,13:35.3, -9.48, 2.27
14:44.7, 0, Shot, 18 William Accambray,  ,13:35.9, -10.77, -0.18
14:45.0, 0, Goalkeeper Save, 16 Martin Galia,  ,13:36.2, -18.89, -0.71
14:46.5, 0, Ball Out of Play,  ,  ,13:37.7, -0.19, -0.11
14:50.8, 0, Throw In, 4 Xavier Barachet,  ,13:42.0, -17.03, -10.40
14:51.5, 0, Player Catch, 28 Valentin Porte,  ,13:42.7, -10.94, -7.84
14:52.5, 0, Pass, 28 Valentin Porte,  ,13:43.7, -10.67, -7.83
14:53.4, 0, Player Catch, 13 Nikola Karabatic,  ,13:44.6, -6.47, 0.84
14:54.0, 0, Pass, 13 Nikola Karabatic,  ,13:45.2, -6.66, 1.78
14:54.6, 0, Player Catch, 18 William Accambray,  ,13:45.8, -10.86, 8.30
14:55.1, 0, Pass, 18 William Accambray,  ,13:46.3, -10.85, 7.84
14:55.7, 0, Player Catch, 13 Nikola Karabatic,  ,13:46.9, -6.88, 1.02
14:56.6, 0, Pass, 13 Nikola Karabatic,  ,13:47.8, -6.64, -0.93
14:57.2, 0, Player Catch, 4 Xavier Barachet,  ,13:48.4, -10.44, -9.49
14:57.8, 0, Pass, 4 Xavier Barachet,  ,13:49.0, -10.65, -9.03
14:58.3, 0, Player Catch, 13 Nikola Karabatic,  ,13:49.5, -8.41, -3.22
14:59.0, 0, Pass, 13 Nikola Karabatic,  ,13:50.2, -9.31, -3.03
14:59.5, 0, Player Catch, 18 William Accambray,  ,13:50.7, -9.46, 3.98
15:00.0, 0, Pass, 18 William Accambray,  ,13:51.2, -10.02, 2.15
15:00.5, 0, Player Catch, 4 Xavier Barachet,  ,13:51.7, -9.71, -3.55
15:00.9, 0, Pass, 4 Xavier Barachet,  ,13:52.1, -10.38, -2.33
15:01.3, 0, Player Catch, 20 Cedric Sorhaindo,  ,13:52.5, -14.07, -1.91
15:02.0, 0, Shot, 20 Cedric Sorhaindo,  ,13:53.2, -15.33, -2.39
15:02.7, 0, Ball Out of Play,  ,  ,13:53.9, -0.22, 0.03
15:05.3, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,13:56.5, -6.80, 4.64
15:05.4, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,13:56.6, 2.43, 9.74
15:06.1, 0, Goalkeeper Throw, 16 Martin Galia,  ,13:57.3, -18.19, 6.22
15:06.8, 0, Player Catch, 13 Pavel Horak,  ,13:58.0, -3.71, -0.80
15:08.0, 0, Pass, 13 Pavel Horak,  ,13:59.2, -0.03, 0.85
15:08.6, 0, Player Catch, 22 Petr Linhart,  ,13:59.8, 4.00, 7.33
15:09.4, 0, Player Catch, 13 Pavel Horak,  ,14:00.6, 5.39, -0.46
15:10.0, 0, Pass, 13 Pavel Horak,  ,14:01.2, 6.13, -1.61
15:10.5, 0, Player Catch, 27 Ondrej Zdrahala,  ,14:01.7, 10.14, -5.30
15:11.7, 0, Shot, 27 Ondrej Zdrahala,  ,14:02.9, 11.63, -0.77
15:12.3, 0, Goal, 27 Ondrej Zdrahala,  ,14:03.5, 11.05, 1.65
15:17.1, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,14:08.3, -3.40, 10.16
15:18.7, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,14:09.9, 4.83, 9.32
15:20.7, 0, Throw Off, 20 Cedric Sorhaindo,  ,14:11.9, 0.05, -0.06
15:21.2, 0, Player Catch, 4 Xavier Barachet,  ,14:12.4, 0.72, -5.71
15:22.0, 0, Pass, 4 Xavier Barachet,  ,14:13.2, -0.42, -5.48
15:22.9, 0, Player Catch, 28 Valentin Porte,  ,14:14.1, -3.95, -8.09
15:23.7, 0, Pass, 28 Valentin Porte,  ,14:14.9, -5.65, -8.25
15:24.5, 0, Player Catch, 4 Xavier Barachet,  ,14:15.7, -4.60, -5.97
15:25.4, 0, Pass, 4 Xavier Barachet,  ,14:16.6, -5.44, -6.12
15:26.2, 0, Player Catch, 13 Nikola Karabatic,  ,14:17.4, -5.03, 0.00
15:27.0, 0, Pass, 13 Nikola Karabatic,  ,14:18.2, -6.01, 0.47
15:27.6, 0, Player Catch, 18 William Accambray,  ,14:18.8, -7.48, 6.52
15:28.4, 0, Pass, 18 William Accambray,  ,14:19.6, -8.02, 6.45
15:28.9, 0, Player Catch, 21 Michael Guigou,  ,14:20.1, -11.69, 9.39
15:29.9, 0, Pass, 21 Michael Guigou,  ,14:21.1, -12.77, 9.22
15:30.4, 0, Player Catch, 18 William Accambray,  ,14:21.6, -9.89, 7.36
15:31.4, 0, Pass, 18 William Accambray,  ,14:22.6, -9.99, 7.17
15:32.1, 0, Player Catch, 13 Nikola Karabatic,  ,14:23.3, -6.58, -1.63
15:33.0, 0, Pass, 13 Nikola Karabatic,  ,14:24.2, -6.89, -2.52
15:33.6, 0, Player Catch, 4 Xavier Barachet,  ,14:24.8, -12.02, -9.49
15:34.3, 0, Pass, 4 Xavier Barachet,  ,14:25.5, -11.99, -9.01
15:34.9, 0, Player Catch, 13 Nikola Karabatic,  ,14:26.1, -8.53, -2.37
15:35.5, 0, Pass, 13 Nikola Karabatic,  ,14:26.7, -8.14, -1.20
15:36.2, 0, Player Catch, 18 William Accambray,  ,14:27.4, -10.50, 9.26
15:37.0, 0, Pass, 18 William Accambray,  ,14:28.2, -12.68, 9.30
15:37.5, 0, Player Catch, 13 Nikola Karabatic,  ,14:28.7, -7.99, 2.22
15:38.4, 0, Pass, 13 Nikola Karabatic,  ,14:29.6, -7.19, 2.79
15:39.2, 0, Player Catch, 4 Xavier Barachet,  ,14:30.4, -9.79, -7.48
15:39.8, 0, Pass, 4 Xavier Barachet,  ,14:31.0, -10.03, -7.20
15:40.4, 0, Player Catch, 13 Nikola Karabatic,  ,14:31.6, -9.12, 2.49
15:41.1, 0, Pass, 13 Nikola Karabatic,  ,14:32.3, -11.88, 2.24
15:41.5, 0, Player Catch, 20 Cedric Sorhaindo,  ,14:32.7, -14.19, 4.19
15:42.4, 0, Shot, 20 Cedric Sorhaindo,  ,14:33.6, -15.28, 3.15
15:42.8, 0, Goal, 20 Cedric Sorhaindo,  ,14:34.0, -15.94, 2.91
15:46.4, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,14:37.6, 2.07, 9.56
15:48.5, 0, Throw Off, 32 Jakub Sindelar,  ,14:39.7, 1.14, -0.35
15:49.1, 0, Player Catch, 27 Ondrej Zdrahala,  ,14:40.3, -4.79, -1.07
15:49.3, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,14:40.5, -4.18, 10.32
15:50.5, 0, Pass, 27 Ondrej Zdrahala,  ,14:41.7, -3.17, -0.95
15:51.3, 0, Player Catch, 13 Pavel Horak,  ,14:42.5, 1.02, -6.14
15:53.0, 0, Pass, 13 Pavel Horak,  ,14:44.2, 3.07, -6.68
15:53.6, 0, Player Catch, 2 Jakub Hrstka,  ,14:44.8, 6.37, -9.15
15:57.4, 0, Pass, 2 Jakub Hrstka,  ,14:48.6, 11.04, -9.56
15:57.8, 0, Player Catch, 13 Pavel Horak,  ,14:49.0, 8.59, -8.02
15:59.1, 0, Pass, 13 Pavel Horak,  ,14:50.3, 9.26, -7.02
15:59.9, 0, Player Catch, 27 Ondrej Zdrahala,  ,14:51.1, 6.33, -2.48
16:01.0, 0, Pass, 27 Ondrej Zdrahala,  ,14:52.2, 6.66, -1.42
16:01.6, 0, Player Catch, 22 Petr Linhart,  ,14:52.8, 6.68, 6.21
16:03.1, 0, Pass, 22 Petr Linhart,  ,14:54.3, 8.07, 7.18
16:03.5, 0, Player Catch, 5 Miroslav Jurka,  ,14:54.7, 11.86, 9.37
16:04.3, 0, Pass, 5 Miroslav Jurka,  ,14:55.5, 12.31, 9.31
16:04.8, 0, Player Catch, 22 Petr Linhart,  ,14:56.0, 9.57, 7.94
16:05.6, 0, Pass, 22 Petr Linhart,  ,14:56.8, 9.66, 7.71
16:06.2, 0, Player Catch, 27 Ondrej Zdrahala,  ,14:57.4, 5.76, 0.66
16:06.9, 0, Pass, 27 Ondrej Zdrahala,  ,14:58.1, 5.74, -0.41
16:07.6, 0, Player Catch, 13 Pavel Horak,  ,14:58.8, 10.78, -8.60
16:08.8, 0, Pass, 13 Pavel Horak,  ,15:00.0, 11.90, -8.62
16:09.3, 0, Player Catch, 2 Jakub Hrstka,  ,15:00.5, 15.11, -9.68
16:09.8, 0, Pass, 2 Jakub Hrstka,  ,15:01.0, 14.68, -9.60
16:10.1, 0, Player Catch, 13 Pavel Horak,  ,15:01.3, 11.50, -9.08
16:11.0, 0, Pass, 13 Pavel Horak,  ,15:02.2, 11.42, -8.28
16:11.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:02.8, 7.44, -2.61
16:12.4, 0, Pass, 27 Ondrej Zdrahala,  ,15:03.6, 7.82, -1.15
16:12.9, 0, Player Catch, 22 Petr Linhart,  ,15:04.1, 9.55, 9.14
16:14.5, 0, Pass, 22 Petr Linhart,  ,15:05.7, 10.95, 5.57
16:15.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:06.2, 8.72, -1.31
16:15.3, 0, Pass, 27 Ondrej Zdrahala,  ,15:06.5, 9.03, -1.64
16:15.8, 0, Player Catch, 13 Pavel Horak,  ,15:07.0, 11.20, -7.11
16:16.6, 0, Pass, 13 Pavel Horak,  ,15:07.8, 11.95, -6.01
16:17.1, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:08.3, 8.24, 0.24
16:18.1, 0, Pass, 27 Ondrej Zdrahala,  ,15:09.3, 11.03, 2.70
16:18.5, 0, Player Catch, 22 Petr Linhart,  ,15:09.7, 9.92, 3.89
16:19.3, 0, Shot, 22 Petr Linhart,  ,15:10.5, 11.16, 0.83
16:19.4, 0, Block, 13 Nikola Karabatic,  ,15:10.6, 12.98, 0.66
16:20.6, 0, Pick Up, 27 Ondrej Zdrahala,  ,15:11.8, 10.64, 6.27
16:23.2, 0, Foul, 27 Ondrej Zdrahala, 22 Luka Karabatic,15:14.4, 12.43, -0.24
16:29.8, 0, Free Throw, 32 Jakub Sindelar,  ,15:21.0, 10.81, -0.68
16:30.3, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:21.5, 7.75, -0.81
16:30.7, 0, Pass, 27 Ondrej Zdrahala,  ,15:21.9, 7.61, -1.13
16:31.2, 0, Player Catch, 13 Pavel Horak,  ,15:22.4, 9.61, -8.61
16:32.3, 0, Pass, 13 Pavel Horak,  ,15:23.5, 10.38, -9.40
16:33.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:24.2, 6.37, -2.56
16:34.0, 0, Pass, 27 Ondrej Zdrahala,  ,15:25.2, 6.19, -1.50
16:34.9, 0, Player Catch, 22 Petr Linhart,  ,15:26.1, 9.29, 8.51
16:35.2, 0, Pass, 22 Petr Linhart,  ,15:26.4, 9.23, 8.38
16:35.7, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:26.9, 7.28, 0.08
16:36.7, 0, Shot, 27 Ondrej Zdrahala,  ,15:27.9, 9.58, 0.05
16:36.8, 0, Block, 13 Nikola Karabatic,  ,15:28.0, 12.98, 0.45
16:38.0, 0, Player Catch, 16 Thierry Omeyer,  ,15:29.2, 19.15, -1.34
16:38.5, 0, Goalkeeper Pick-up, 16 Thierry Omeyer,  ,15:29.7, 18.84, -1.83
16:39.6, 0, Goalkeeper Throw, 16 Thierry Omeyer,  ,15:30.8, 16.78, -2.74
16:40.1, 0, Player Catch, 13 Nikola Karabatic,  ,15:31.3, 10.18, -0.55
16:43.5, 0, Pass, 13 Nikola Karabatic,  ,15:34.7, -7.51, -1.67
16:44.1, 0, Player Catch, 4 Xavier Barachet,  ,15:35.3, -10.94, -6.59
16:46.8, 0, Pass, 4 Xavier Barachet,  ,15:38.0, -10.48, -1.28
16:47.4, 0, Player Catch, 28 Valentin Porte,  ,15:38.6, -14.62, -5.86
16:48.1, 0, Shot, 28 Valentin Porte,  ,15:39.3, -14.33, -4.49
16:48.7, 0, Goal, 28 Valentin Porte,  ,15:39.9, -13.84, -3.26
16:59.8, 0, Throw Off, 32 Jakub Sindelar,  ,15:51.0, 0.71, -0.14
17:00.7, 0, Player Catch, 13 Pavel Horak,  ,15:51.9, -2.42, -4.69
17:02.1, 0, Pass, 13 Pavel Horak,  ,15:53.3, -0.94, -4.98
17:02.7, 0, Player Catch, 2 Jakub Hrstka,  ,15:53.9, 3.96, -8.70
17:05.4, 0, Pass, 2 Jakub Hrstka,  ,15:56.6, 6.66, -9.32
17:06.0, 0, Player Catch, 13 Pavel Horak,  ,15:57.2, 4.72, -7.06
17:07.5, 0, Pass, 13 Pavel Horak,  ,15:58.7, 5.54, -6.76
17:08.2, 0, Player Catch, 27 Ondrej Zdrahala,  ,15:59.4, 2.59, -0.30
17:10.4, 0, Pass, 27 Ondrej Zdrahala,  ,16:01.6, 4.83, -3.39
17:10.8, 0, Player Catch, 13 Pavel Horak,  ,16:02.0, 6.19, -4.45
17:12.9, 0, Pass, 13 Pavel Horak,  ,16:04.1, 6.41, -2.43
17:13.7, 0, Player Catch, 22 Petr Linhart,  ,16:04.9, 7.34, 7.13
17:14.2, 0, Pass, 22 Petr Linhart,  ,16:05.4, 7.69, 7.63
17:14.7, 0, Player Catch, 5 Miroslav Jurka,  ,16:05.9, 11.99, 9.32
17:15.3, 0, Pass, 5 Miroslav Jurka,  ,16:06.5, 12.23, 9.23
17:15.7, 0, Player Catch, 22 Petr Linhart,  ,16:06.9, 9.47, 8.22
17:16.9, 0, Player Catch, 13 Pavel Horak,  ,16:08.1, 7.18, 1.15
17:17.5, 0, Pass, 13 Pavel Horak,  ,16:08.7, 7.57, 0.21
17:18.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,16:09.8, 10.03, -8.98
17:19.6, 0, Pass, 27 Ondrej Zdrahala,  ,16:10.8, 9.82, -8.52
17:20.2, 0, Player Catch, 13 Pavel Horak,  ,16:11.4, 6.60, -1.11
17:21.4, 0, Pass, 13 Pavel Horak,  ,16:12.6, 6.21, 0.29
17:22.0, 0, Player Catch, 22 Petr Linhart,  ,16:13.2, 9.96, 8.12
17:22.4, 0, Pass, 22 Petr Linhart,  ,16:13.6, 9.83, 7.58
17:23.0, 0, Player Catch, 13 Pavel Horak,  ,16:14.2, 8.25, -1.06
17:23.5, 0, Pass, 13 Pavel Horak,  ,16:14.7, 8.87, -1.80
17:23.8, 0, Player Catch, 32 Jakub Sindelar,  ,16:15.0, 8.25, -3.17
17:24.6, 0, Pass, 32 Jakub Sindelar,  ,16:15.8, 7.05, 0.75
17:25.2, 0, Player Catch, 22 Petr Linhart,  ,16:16.4, 10.56, 9.38
17:27.8, 0, Pass, 22 Petr Linhart,  ,16:19.0, 11.59, 3.59
17:28.2, 0, Player Catch, 27 Ondrej Zdrahala,  ,16:19.4, 7.75, -3.23
17:29.2, 0, Pass, 27 Ondrej Zdrahala,  ,16:20.4, 11.64, -4.90
17:29.6, 0, Player Catch, 13 Pavel Horak,  ,16:20.8, 12.06, -8.17
17:32.4, 0, Pass, 13 Pavel Horak,  ,16:23.6, 11.44, -1.83
17:33.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,16:24.2, 12.21, -6.98
17:34.1, 0, Pass, 27 Ondrej Zdrahala,  ,16:25.3, 11.25, -3.77
17:34.6, 0, Player Catch, 13 Pavel Horak,  ,16:25.8, 9.40, -1.55
17:36.4, 0, Pass, 13 Pavel Horak,  ,16:27.6, 11.08, 2.75
17:36.7, 0, Player Catch, 22 Petr Linhart,  ,16:27.9, 12.62, 7.67
17:37.6, 0, Tackle, 22 Petr Linhart, 20 Cedric Sorhaindo,16:28.8, 14.29, 6.30
17:37.9, 0, Foul, 22 Petr Linhart, 20 Cedric Sorhaindo,16:29.1, 14.38, 6.05
17:47.0, 0, Free Throw, 32 Jakub Sindelar,  ,16:38.2, 11.92, 5.16
17:47.4, 0, Player Catch, 22 Petr Linhart,  ,16:38.6, 10.04, 8.33
17:47.9, 0, Pass, 22 Petr Linhart,  ,16:39.1, 9.71, 8.16
17:48.5, 0, Player Catch, 27 Ondrej Zdrahala,  ,16:39.7, 5.49, -0.81
17:49.1, 0, Pass, 27 Ondrej Zdrahala,  ,16:40.3, 5.57, -1.18
17:49.7, 0, Player Catch, 13 Pavel Horak,  ,16:40.9, 10.58, -9.62
17:52.4, 0, Tackle, 13 Pavel Horak, 28 Valentin Porte,16:43.6, 11.22, -5.23
17:52.8, 0, Foul, 13 Pavel Horak, 28 Valentin Porte,16:44.0, 11.21, -4.37
18:04.5, 0, Free Throw, 32 Jakub Sindelar,  ,16:55.7, 11.07, -3.27
18:04.8, 0, Player Catch, 13 Pavel Horak,  ,16:56.0, 10.04, -3.17
18:05.6, 0, Shot, 13 Pavel Horak,  ,16:56.8, 11.46, -3.05
18:05.7, 0, Block, 28 Valentin Porte,  ,16:56.9, 13.35, -2.44
18:07.5, 0, Ball Out of Play,  ,  ,16:58.7, 0.21, 0.08
18:16.4, 0, Corner Throw, 5 Miroslav Jurka,  ,17:07.6, 19.98, 9.96
18:16.8, 0, Player Catch, 22 Petr Linhart,  ,17:08.0, 15.21, 9.11
18:17.2, 0, Pass, 22 Petr Linhart,  ,17:08.4, 16.24, 8.12
18:17.5, 0, Player Catch, 5 Miroslav Jurka,  ,17:08.7, 19.59, 8.72
18:18.5, 0, Shot, 5 Miroslav Jurka,  ,17:09.7, 19.31, 6.10
18:18.7, 0, Goalkeeper Save, 16 Thierry Omeyer,  ,17:09.9, 19.74, 2.35
18:19.7, 0, Pick Up, 22 Luka Karabatic,  ,17:10.9, 13.50, -0.15
18:20.6, 0, Pass, 22 Luka Karabatic,  ,17:11.8, 13.44, 0.52
18:20.9, 0, Player Catch, 13 Nikola Karabatic,  ,17:12.1, 11.56, 1.61
18:21.8, 0, Pass, 13 Nikola Karabatic,  ,17:13.0, 8.96, 1.81
18:22.0, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,17:13.2, -1.45, 9.41
18:22.2, 0, Player Catch, 21 Michael Guigou,  ,17:13.4, 1.21, 6.40
18:25.6, 0, Shot, 21 Michael Guigou,  ,17:16.8, -15.21, 1.70
18:26.1, 0, Goal, 21 Michael Guigou,  ,17:17.3, -15.19, 0.60
18:30.6, 0, Substitution, 13 Pavel Horak, 22 Petr Linhart,17:21.8, -4.49, 9.93
18:32.5, 0, Substitution, 42 Jakub Szymanski, 41 Michal Kasal,17:23.7, -4.48, 9.91
18:32.6, 0, Throw Off, 32 Jakub Sindelar,  ,17:23.8, 0.13, 0.31
18:33.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,17:24.2, -1.39, -1.08
18:34.4, 0, Pass, 27 Ondrej Zdrahala,  ,17:25.6, 0.10, -1.37
18:35.4, 0, Player Catch, 2 Jakub Hrstka,  ,17:26.6, 3.43, -8.15
18:38.4, 0, Pass, 2 Jakub Hrstka,  ,17:29.6, 6.19, -8.66
18:38.9, 0, Player Catch, 41 Michal Kasal,  ,17:30.1, 5.09, -8.33
18:44.9, 0, Pass, 41 Michal Kasal,  ,17:36.1, 7.48, -6.20
18:45.3, 0, Player Catch, 27 Ondrej Zdrahala,  ,17:36.5, 10.32, -9.20
18:46.4, 0, Pass, 27 Ondrej Zdrahala,  ,17:37.6, 10.51, -9.52
18:46.8, 0, Player Catch, 2 Jakub Hrstka,  ,17:38.0, 14.56, -9.56
18:47.5, 0, Pass, 2 Jakub Hrstka,  ,17:38.7, 14.56, -9.56
18:47.9, 0, Player Catch, 27 Ondrej Zdrahala,  ,17:39.1, 10.72, -9.16
18:48.7, 0, Pass, 27 Ondrej Zdrahala,  ,17:39.9, 10.79, -9.26
18:49.5, 0, Player Catch, 41 Michal Kasal,  ,17:40.7, 5.42, -1.99
18:50.6, 0, Pass, 41 Michal Kasal,  ,17:41.8, 6.14, -0.92
18:51.1, 0, Player Catch, 22 Petr Linhart,  ,17:42.3, 8.62, 8.36
18:51.8, 0, Time Stop,  ,  ,17:43.0, 655.35, 655.35
18:52.3, 0, Time-Out,  ,  ,17:43.0, 655.35, 655.35
20:09.6, 0, Throw Off, 32 Jakub Sindelar,  ,17:43.0, 8.85, -4.43
20:10.0, 0, Player Catch, 41 Michal Kasal,  ,17:43.0, 7.52, -7.78
20:10.5, 0, Time Start,  ,  ,17:43.0, 655.35, 655.35
20:11.4, 0, Pass, 41 Michal Kasal,  ,17:43.1, 8.67, -8.68
20:11.8, 0, Player Catch, 2 Jakub Hrstka,  ,17:43.5, 13.54, -8.78
20:12.7, 0, Pass, 2 Jakub Hrstka,  ,17:44.4, 14.07, -8.60
20:13.1, 0, Player Catch, 41 Michal Kasal,  ,17:44.8, 10.42, -9.21
20:14.0, 0, Pass, 41 Michal Kasal,  ,17:45.7, 10.06, -8.02
20:14.4, 0, Player Catch, 27 Ondrej Zdrahala,  ,17:46.1, 5.44, -2.86
20:15.7, 0, Pass, 27 Ondrej Zdrahala,  ,17:47.4, 5.06, -1.24
20:16.4, 0, Player Catch, 22 Petr Linhart,  ,17:48.1, 9.94, 8.71
20:17.1, 0, Pass, 22 Petr Linhart,  ,17:48.8, 9.79, 7.98
20:17.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,17:49.3, 7.07, 0.24
20:18.2, 0, Pass, 27 Ondrej Zdrahala,  ,17:49.9, 8.70, -1.53
20:18.4, 0, Player Catch, 32 Jakub Sindelar,  ,17:50.1, 8.60, -2.89
20:19.3, 0, Pass, 32 Jakub Sindelar,  ,17:51.0, 7.66, 1.39
20:19.7, 0, Player Catch, 22 Petr Linhart,  ,17:51.4, 10.38, 9.21
20:21.1, 0, Pass, 22 Petr Linhart,  ,17:52.8, 11.57, 6.95
20:21.6, 0, Player Catch, 41 Michal Kasal,  ,17:53.3, 6.68, -0.94
20:22.3, 0, Pass, 41 Michal Kasal,  ,17:54.0, 7.13, -1.75
20:22.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,17:54.5, 10.55, -9.49
20:24.6, 0, Pass, 27 Ondrej Zdrahala,  ,17:56.3, 12.62, -6.28
20:25.2, 0, Player Catch, 41 Michal Kasal,  ,17:56.9, 9.37, 1.73
20:26.0, 0, Shot, 41 Michal Kasal,  ,17:57.7, 11.32, 1.13
20:26.2, 0, Crossbar,  ,  ,17:57.9, 0.21, -0.01
20:27.1, 0, Player Catch, 4 Xavier Barachet,  ,17:58.8, 13.38, -3.24
20:28.4, 0, Pass, 4 Xavier Barachet,  ,18:00.1, 10.97, -4.02
20:28.6, 0, Player Catch, 13 Nikola Karabatic,  ,18:00.3, 9.75, -0.98
20:32.2, 0, Pass, 13 Nikola Karabatic,  ,18:03.9, -2.83, -0.25
20:33.0, 0, Player Catch, 21 Michael Guigou,  ,18:04.7, -8.10, 9.28
20:36.8, 0, Pass, 21 Michael Guigou,  ,18:08.5, -11.20, 4.13
20:37.1, 0, Player Catch, 20 Cedric Sorhaindo,  ,18:08.8, -13.68, 4.77
20:38.3, 0, Shot, 20 Cedric Sorhaindo,  ,18:10.0, -14.83, 3.58
20:38.5, 0, Goal, 20 Cedric Sorhaindo,  ,18:10.2, -15.07, 3.37
20:46.8, 0, Throw Off, 32 Jakub Sindelar,  ,18:18.5, 0.02, -0.44
20:47.1, 0, Player Catch, 27 Ondrej Zdrahala,  ,18:18.8, -0.52, -1.38
20:49.2, 0, Pass, 27 Ondrej Zdrahala,  ,18:20.9, 2.24, -3.80
20:49.9, 0, Player Catch, 41 Michal Kasal,  ,18:21.6, 3.77, -8.50
20:50.9, 0, Pass, 41 Michal Kasal,  ,18:22.6, 5.23, -8.28
20:51.5, 0, Player Catch, 2 Jakub Hrstka,  ,18:23.2, 8.15, -9.12
20:53.9, 0, Pass, 2 Jakub Hrstka,  ,18:25.6, 11.26, -9.18
20:54.3, 0, Player Catch, 27 Ondrej Zdrahala,  ,18:26.0, 8.52, -8.79
20:55.6, 0, Pass, 27 Ondrej Zdrahala,  ,18:27.3, 9.39, -9.07
20:56.3, 0, Player Catch, 41 Michal Kasal,  ,18:28.0, 6.40, -2.49
20:57.7, 0, Pass, 41 Michal Kasal,  ,18:29.4, 6.14, -0.51
20:58.2, 0, Player Catch, 22 Petr Linhart,  ,18:29.9, 9.09, 8.20
20:59.0, 0, Pass, 22 Petr Linhart,  ,18:30.7, 9.91, 9.11
20:59.3, 0, Player Catch, 5 Miroslav Jurka,  ,18:31.0, 14.42, 9.53
21:00.0, 0, Pass, 5 Miroslav Jurka,  ,18:31.7, 15.05, 9.41
21:00.3, 0, Player Catch, 22 Petr Linhart,  ,18:32.0, 11.72, 8.97
21:01.0, 0, Pass, 22 Petr Linhart,  ,18:32.7, 11.37, 7.31
21:01.5, 0, Player Catch, 41 Michal Kasal,  ,18:33.2, 7.89, -1.08
21:02.0, 0, Pass, 41 Michal Kasal,  ,18:33.7, 8.77, -2.01
21:02.3, 0, Player Catch, 32 Jakub Sindelar,  ,18:34.0, 8.91, -4.19
21:04.2, 0, Pass, 32 Jakub Sindelar,  ,18:35.9, 9.84, 4.74
21:04.5, 0, Player Catch, 22 Petr Linhart,  ,18:36.2, 11.35, 9.30
21:06.7, 0, Pass, 22 Petr Linhart,  ,18:38.4, 11.84, 4.19
21:07.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,18:38.7, 8.44, -0.03
21:08.3, 0, Pass, 27 Ondrej Zdrahala,  ,18:40.0, 11.73, 1.34
21:08.9, 0, Player Catch, 2 Jakub Hrstka,  ,18:40.6, 12.87, -0.37
21:09.6, 0, Pick Up, 22 Luka Karabatic,  ,18:41.3, 12.27, 0.28
21:10.1, 0, Foul, 22 Luka Karabatic, 2 Jakub Hrstka,18:41.8, 11.49, -0.31
