Time, Half, Event, Player1, Player2,GAME TIME, XPos, YPos
21:12.5, 0, Time Stop,  ,  ,18:44.2, 655.35, 655.35
21:13.3, 0, 2 Minute Exclusion, 2 Jakub Hrstka,  ,18:44.2, 9.41, -1.04
21:15.1, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,18:44.2, -3.88, 9.97
21:22.3, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,18:44.2, 4.44, 9.48
21:22.5, 0, Substitution, 27 Ondrej Zdrahala, 13 Pavel Horak,18:44.2, -4.00, 10.48
21:41.9, 0, Time Start,  ,  ,18:44.2, 655.35, 655.35
21:42.0, 0, Free Throw, 16 Thierry Omeyer,  ,18:44.3, 8.97, -1.46
21:43.2, 0, Player Catch, 4 Xavier Barachet,  ,18:45.5, -0.81, -5.65
21:44.7, 0, Pass, 4 Xavier Barachet,  ,18:47.0, -2.21, -5.53
21:45.9, 0, Player Catch, 28 Valentin Porte,  ,18:48.2, -11.75, -9.24
21:47.2, 0, Pass, 28 Valentin Porte,  ,18:49.5, -11.82, -9.12
21:47.9, 0, Player Catch, 4 Xavier Barachet,  ,18:50.2, -6.82, -7.31
21:49.0, 0, Pass, 4 Xavier Barachet,  ,18:51.3, -8.01, -7.38
21:49.5, 0, Player Catch, 18 William Accambray,  ,18:51.8, -5.88, -0.74
21:50.4, 0, Pass, 18 William Accambray,  ,18:52.7, -6.25, -1.00
21:50.9, 0, Player Catch, 4 Xavier Barachet,  ,18:53.2, -9.50, -8.43
21:53.1, 0, Pass, 4 Xavier Barachet,  ,18:55.4, -12.70, -7.58
21:53.5, 0, Player Catch, 18 William Accambray,  ,18:55.8, -7.06, -1.40
21:54.2, 0, Pass, 18 William Accambray,  ,18:56.5, -7.59, -0.32
21:54.7, 0, Player Catch, 13 Nikola Karabatic,  ,18:57.0, -8.52, 6.72
21:55.3, 0, Pass, 13 Nikola Karabatic,  ,18:57.6, -8.80, 7.19
21:55.7, 0, Player Catch, 21 Michael Guigou,  ,18:58.0, -13.26, 9.35
21:56.0, 0, Pass, 21 Michael Guigou,  ,18:58.3, -13.95, 9.37
21:56.5, 0, Foul, 21 Michael Guigou, 5 Miroslav Jurka,18:58.8, -15.65, 9.39
22:01.2, 0, Yellow Card, 5 Miroslav Jurka,  ,19:03.5, -13.83, 5.79
22:07.4, 0, Time Stop,  ,  ,19:09.7, 655.35, 655.35
22:16.1, 0, Free Throw, 21 Michael Guigou,  ,19:09.7, -14.91, 9.58
22:16.5, 0, Time Start,  ,  ,19:09.7, 655.35, 655.35
22:17.1, 0, Player Catch, 13 Nikola Karabatic,  ,19:09.8, -8.11, 7.97
22:18.7, 0, Pass, 13 Nikola Karabatic,  ,19:11.4, -8.53, 7.18
22:19.2, 0, Player Catch, 21 Michael Guigou,  ,19:11.9, -15.60, 9.67
22:19.5, 0, Foul, 18 William Accambray, 13 Pavel Horak,19:12.2, -11.91, -0.78
22:27.6, 0, Free Throw, 20 Cedric Sorhaindo,  ,19:20.3, -11.59, 5.22
22:28.1, 0, Player Catch, 13 Nikola Karabatic,  ,19:20.8, -9.15, 7.55
22:28.6, 0, Pass, 13 Nikola Karabatic,  ,19:21.3, -9.29, 7.83
22:28.9, 0, Player Catch, 21 Michael Guigou,  ,19:21.6, -14.56, 9.43
22:29.8, 0, Pass, 21 Michael Guigou,  ,19:22.5, -16.77, 9.04
22:30.3, 0, Player Catch, 13 Nikola Karabatic,  ,19:23.0, -8.95, 6.89
22:31.9, 0, Pass, 13 Nikola Karabatic,  ,19:24.6, -10.39, 3.16
22:32.3, 0, Player Catch, 4 Xavier Barachet,  ,19:25.0, -11.35, -3.89
22:32.6, 0, Pass, 4 Xavier Barachet,  ,19:25.3, -12.47, -3.38
22:33.3, 0, Player Catch, 28 Valentin Porte,  ,19:26.0, -18.24, -9.35
22:34.5, 0, Shot, 28 Valentin Porte,  ,19:27.2, -16.02, -5.71
22:35.0, 0, Crossbar,  ,  ,19:27.7, -0.21, 0.01
22:36.3, 0, Player Catch, 5 Miroslav Jurka,  ,19:29.0, -15.99, 6.48
22:37.4, 0, Pass, 5 Miroslav Jurka,  ,19:30.1, -13.80, 6.73
22:37.6, 0, Player Catch, 16 Martin Galia,  ,19:30.3, -13.75, 4.69
22:38.5, 0, Pass, 16 Martin Galia,  ,19:31.2, -10.64, 3.77
22:38.7, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,19:31.4, 2.53, 9.48
22:39.1, 0, Player Catch, 13 Pavel Horak,  ,19:31.8, -4.88, -0.79
22:40.2, 0, Substitution, 32 Jakub Sindelar, 22 Petr Linhart,19:32.9, -3.60, 10.13
22:40.4, 0, Pass, 13 Pavel Horak,  ,19:33.1, -3.88, 2.19
22:40.7, 0, Substitution, 42 Jakub Szymanski, 27 Ondrej Zdrahala,19:33.4, -3.55, 9.96
22:40.9, 0, Player Catch, 5 Miroslav Jurka,  ,19:33.6, -4.30, 6.95
22:42.0, 0, Pass, 5 Miroslav Jurka,  ,19:34.7, -3.46, 6.99
22:42.3, 0, Player Catch, 27 Ondrej Zdrahala,  ,19:35.0, -2.60, 7.09
22:43.2, 0, Pass, 27 Ondrej Zdrahala,  ,19:35.9, -1.95, 5.60
22:43.7, 0, Player Catch, 13 Pavel Horak,  ,19:36.4, -2.07, 0.08
22:45.1, 0, Pass, 13 Pavel Horak,  ,19:37.8, -0.83, -1.33
22:45.9, 0, Player Catch, 41 Michal Kasal,  ,19:38.6, 3.98, -8.08
22:46.7, 0, Pass, 41 Michal Kasal,  ,19:39.4, 4.46, -8.14
22:47.2, 0, Player Catch, 13 Pavel Horak,  ,19:39.9, 1.16, -4.04
22:48.7, 0, Player Catch, 27 Ondrej Zdrahala,  ,19:41.4, 0.72, -2.28
22:52.2, 0, Pass, 27 Ondrej Zdrahala,  ,19:44.9, 3.69, -6.08
22:52.6, 0, Player Catch, 13 Pavel Horak,  ,19:45.3, 0.32, -3.61
22:53.0, 0, Substitution, 41 Michal Kasal, 19 Tomas Babak,19:45.7, -4.14, 9.84
22:53.4, 0, Pass, 13 Pavel Horak,  ,19:46.1, 0.12, -5.34
22:53.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,19:46.5, 4.61, -6.88
22:54.5, 0, Pass, 27 Ondrej Zdrahala,  ,19:47.2, 5.71, -7.39
22:55.4, 0, Player Catch, 22 Petr Linhart,  ,19:48.1, 5.85, 5.43
22:56.1, 0, Pass, 22 Petr Linhart,  ,19:48.8, 6.45, 6.43
22:56.5, 0, Player Catch, 5 Miroslav Jurka,  ,19:49.2, 10.42, 9.05
22:57.1, 0, Pass, 5 Miroslav Jurka,  ,19:49.8, 10.95, 9.24
22:57.4, 0, Player Catch, 22 Petr Linhart,  ,19:50.1, 8.39, 6.67
22:58.8, 0, Pass, 22 Petr Linhart,  ,19:51.5, 8.26, 4.92
22:59.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,19:52.3, 7.21, -9.22
23:00.3, 0, Pass, 27 Ondrej Zdrahala,  ,19:53.0, 7.11, -9.14
23:00.6, 0, Player Catch, 19 Tomas Babak,  ,19:53.3, 10.08, -8.68
23:01.3, 0, Pass, 19 Tomas Babak,  ,19:54.0, 10.29, -9.18
23:01.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,19:54.3, 7.44, -6.70
23:03.3, 0, Pass, 27 Ondrej Zdrahala,  ,19:56.0, 9.65, -1.85
23:03.7, 0, Player Catch, 22 Petr Linhart,  ,19:56.4, 9.75, 4.26
23:04.6, 0, Pass, 22 Petr Linhart,  ,19:57.3, 10.18, 1.19
23:04.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,19:57.5, 8.73, -3.08
23:06.1, 0, Foul, 27 Ondrej Zdrahala, 4 Xavier Barachet,19:58.8, 10.63, -3.43
23:11.8, 0, Free Throw, 19 Tomas Babak,  ,20:04.5, 11.60, -4.90
23:12.2, 0, Player Catch, 13 Pavel Horak,  ,20:04.9, 8.29, -4.56
23:12.7, 0, Pass, 13 Pavel Horak,  ,20:05.4, 7.63, -4.01
23:13.1, 0, Player Catch, 27 Ondrej Zdrahala,  ,20:05.8, 9.16, -7.42
23:15.0, 0, Pass, 27 Ondrej Zdrahala,  ,20:07.7, 9.13, -5.37
23:15.3, 0, Player Catch, 13 Pavel Horak,  ,20:08.0, 4.88, -3.67
23:18.0, 0, Pass, 13 Pavel Horak,  ,20:10.7, 10.55, 4.21
23:18.3, 0, Player Catch, 22 Petr Linhart,  ,20:11.0, 12.68, 8.16
23:20.4, 0, Foul, 22 Petr Linhart, 13 Nikola Karabatic,20:13.1, 10.43, 2.13
23:30.5, 0, Free Throw, 22 Petr Linhart,  ,20:23.2, 11.05, 0.37
23:31.0, 0, Player Catch, 13 Pavel Horak,  ,20:23.7, 9.17, -0.45
23:32.3, 0, Foul, 13 Pavel Horak, 13 Nikola Karabatic,20:25.0, 10.87, 1.20
23:35.4, 0, Time Stop,  ,  ,20:28.1, 655.35, 655.35
23:35.6, 0, 2 Minute Exclusion, 22 Luka Karabatic,  ,20:28.1, 13.54, 1.60
23:52.2, 0, Substitution, 19 Tomas Babak, 8 Jiri Motl,20:28.1, -7.75, 10.36
24:01.6, 0, Free Throw, 13 Pavel Horak,  ,20:28.1, 10.24, 0.62
24:01.8, 0, Time Start,  ,  ,20:28.1, 655.35, 655.35
24:02.2, 0, Player Catch, 22 Petr Linhart,  ,20:28.2, 8.64, 7.62
24:03.1, 0, Pass, 22 Petr Linhart,  ,20:29.1, 8.53, 6.75
24:03.6, 0, Player Catch, 13 Pavel Horak,  ,20:29.6, 7.89, -0.30
24:04.6, 0, Pass, 13 Pavel Horak,  ,20:30.6, 6.90, -1.65
24:05.2, 0, Player Catch, 27 Ondrej Zdrahala,  ,20:31.2, 8.99, -8.40
24:06.2, 0, Pass, 27 Ondrej Zdrahala,  ,20:32.2, 9.21, -8.22
24:06.7, 0, Player Catch, 13 Pavel Horak,  ,20:32.7, 7.03, -1.19
24:09.5, 0, Pass, 13 Pavel Horak,  ,20:35.5, 11.16, 2.34
24:09.9, 0, Player Catch, 22 Petr Linhart,  ,20:35.9, 12.65, 8.60
24:10.7, 0, Pass, 22 Petr Linhart,  ,20:36.7, 12.69, 7.97
24:11.1, 0, Player Catch, 13 Pavel Horak,  ,20:37.1, 8.53, 0.62
24:11.7, 0, Pass, 13 Pavel Horak,  ,20:37.7, 8.05, -0.89
24:12.1, 0, Player Catch, 27 Ondrej Zdrahala,  ,20:38.1, 10.32, -7.92
24:14.0, 0, Pass, 27 Ondrej Zdrahala,  ,20:40.0, 10.37, -5.99
24:14.3, 0, Player Catch, 13 Pavel Horak,  ,20:40.3, 8.48, -0.17
24:15.9, 0, Pass, 13 Pavel Horak,  ,20:41.9, 12.72, 2.62
24:16.0, 0, Player Catch, 22 Petr Linhart,  ,20:42.0, 13.33, 8.09
24:16.6, 0, Pass, 22 Petr Linhart,  ,20:42.6, 14.69, 7.39
24:17.2, 0, Player Catch, 5 Miroslav Jurka,  ,20:43.2, 18.45, 9.38
24:17.3, 0, Substitution, 2 Jakub Hrstka, 32 Jakub Sindelar,20:43.3, -32768.00, -32768.00
24:17.8, 0, Pass, 5 Miroslav Jurka,  ,20:43.8, 17.29, 9.01
24:18.2, 0, Player Catch, 22 Petr Linhart,  ,20:44.2, 11.47, 6.58
24:18.7, 0, Pass, 22 Petr Linhart,  ,20:44.7, 10.56, 5.83
24:19.2, 0, Player Catch, 13 Pavel Horak,  ,20:45.2, 9.76, 0.20
24:21.4, 0, Pass, 13 Pavel Horak,  ,20:47.4, 12.18, -3.88
24:21.9, 0, Player Catch, 27 Ondrej Zdrahala,  ,20:47.9, 12.62, -7.73
24:22.9, 0, Foul, 4 Xavier Barachet, 27 Ondrej Zdrahala,20:48.9, 14.18, -6.04
24:25.5, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,20:51.5, -0.40, 9.49
24:37.3, 0, Free Throw, 16 Thierry Omeyer,  ,21:03.3, 12.47, -4.28
24:37.8, 0, Player Catch, 4 Xavier Barachet,  ,21:03.8, 8.08, -6.41
24:38.8, 0, Pass, 4 Xavier Barachet,  ,21:04.8, 6.28, -6.46
24:39.3, 0, Player Catch, 13 Nikola Karabatic,  ,21:05.3, 3.69, -0.64
24:41.9, 0, Pass, 13 Nikola Karabatic,  ,21:07.9, 0.35, 0.09
24:42.4, 0, Player Catch, 4 Xavier Barachet,  ,21:08.4, -0.15, -7.30
24:45.9, 0, Pass, 4 Xavier Barachet,  ,21:11.9, -4.78, -7.30
24:46.5, 0, Player Catch, 28 Valentin Porte,  ,21:12.5, -11.96, -8.88
24:47.4, 0, Pass, 28 Valentin Porte,  ,21:13.4, -11.42, -8.73
24:47.8, 0, Player Catch, 4 Xavier Barachet,  ,21:13.8, -8.02, -8.82
24:49.0, 0, Pass, 4 Xavier Barachet,  ,21:15.0, -9.15, -7.86
24:49.6, 0, Player Catch, 13 Nikola Karabatic,  ,21:15.6, -6.15, 0.06
24:50.3, 0, Pass, 13 Nikola Karabatic,  ,21:16.3, -6.01, 2.18
24:50.8, 0, Player Catch, 21 Michael Guigou,  ,21:16.8, -10.14, 9.15
24:52.7, 0, Pass, 21 Michael Guigou,  ,21:18.7, -12.23, 9.28
24:53.2, 0, Player Catch, 13 Nikola Karabatic,  ,21:19.2, -6.82, 2.16
24:53.9, 0, Pass, 13 Nikola Karabatic,  ,21:19.9, -6.42, 1.51
24:54.4, 0, Player Catch, 4 Xavier Barachet,  ,21:20.4, -7.40, -5.90
24:55.0, 0, Pass, 4 Xavier Barachet,  ,21:21.0, -7.40, -6.06
24:55.4, 0, Player Catch, 28 Valentin Porte,  ,21:21.4, -11.61, -9.36
24:56.2, 0, Pass, 28 Valentin Porte,  ,21:22.2, -12.15, -8.44
24:56.6, 0, Player Catch, 4 Xavier Barachet,  ,21:22.6, -8.46, -6.63
24:57.3, 0, Pass, 4 Xavier Barachet,  ,21:23.3, -8.69, -6.39
24:57.7, 0, Player Catch, 13 Nikola Karabatic,  ,21:23.7, -7.18, 1.29
24:58.3, 0, Pass, 13 Nikola Karabatic,  ,21:24.3, -7.29, 1.99
24:58.8, 0, Player Catch, 21 Michael Guigou,  ,21:24.8, -10.51, 9.13
25:00.3, 0, Pass, 21 Michael Guigou,  ,21:26.3, -11.39, 3.43
25:00.6, 0, Player Catch, 13 Nikola Karabatic,  ,21:26.6, -8.43, -1.14
25:01.6, 0, Pass, 13 Nikola Karabatic,  ,21:27.6, -11.39, -4.95
25:02.1, 0, Player Catch, 20 Cedric Sorhaindo,  ,21:28.1, -13.36, -2.85
25:03.4, 0, Shot, 20 Cedric Sorhaindo,  ,21:29.4, -14.10, -3.69
25:03.7, 0, Goal, 20 Cedric Sorhaindo,  ,21:29.7, -14.22, -3.92
25:12.1, 0, Substitution, 42 Jakub Szymanski, 22 Petr Linhart,21:38.1, -4.52, 9.45
25:12.2, 0, Throw Off, 32 Jakub Sindelar,  ,21:38.2, 0.15, 0.39
25:12.7, 0, Player Catch, 27 Ondrej Zdrahala,  ,21:38.7, -3.72, -3.13
25:13.4, 0, Pass, 27 Ondrej Zdrahala,  ,21:39.4, -2.28, -3.91
25:14.0, 0, Player Catch, 8 Jiri Motl,  ,21:40.0, 2.23, -8.38
25:15.1, 0, Pass, 8 Jiri Motl,  ,21:41.1, 4.17, -7.56
25:15.7, 0, Player Catch, 27 Ondrej Zdrahala,  ,21:41.7, 1.44, -6.13
25:16.0, 0, Substitution, 13 Pavel Horak, 19 Tomas Babak,21:42.0, -4.40, 10.37
25:18.2, 0, Pass, 27 Ondrej Zdrahala,  ,21:44.2, 4.65, -6.11
25:18.8, 0, Player Catch, 19 Tomas Babak,  ,21:44.8, 2.01, 2.36
25:20.0, 0, Pass, 19 Tomas Babak,  ,21:46.0, 3.51, -0.37
25:20.6, 0, Player Catch, 27 Ondrej Zdrahala,  ,21:46.6, 6.60, -8.04
25:21.6, 0, Pass, 27 Ondrej Zdrahala,  ,21:47.6, 7.14, -8.80
25:22.1, 0, Player Catch, 19 Tomas Babak,  ,21:48.1, 5.56, -1.15
25:23.3, 0, Pass, 19 Tomas Babak,  ,21:49.3, 5.92, 0.62
25:23.8, 0, Player Catch, 22 Petr Linhart,  ,21:49.8, 8.77, 9.41
25:24.4, 0, Pass, 22 Petr Linhart,  ,21:50.4, 9.24, 8.64
25:24.8, 0, Player Catch, 19 Tomas Babak,  ,21:50.8, 8.05, 0.90
25:25.4, 0, Pass, 19 Tomas Babak,  ,21:51.4, 9.61, 0.57
25:25.9, 0, Player Catch, 27 Ondrej Zdrahala,  ,21:51.9, 9.25, -7.09
25:27.2, 0, Pass, 27 Ondrej Zdrahala,  ,21:53.2, 11.09, -2.31
25:28.2, 0, Player Catch, 5 Miroslav Jurka,  ,21:54.2, 19.40, 9.51
25:28.4, 0, Pass, 5 Miroslav Jurka,  ,21:54.4, 19.30, 9.41
25:28.9, 0, Player Catch, 22 Petr Linhart,  ,21:54.9, 12.12, 7.78
25:29.4, 0, Pass, 22 Petr Linhart,  ,21:55.4, 11.92, 7.33
25:29.9, 0, Player Catch, 27 Ondrej Zdrahala,  ,21:55.9, 7.91, -1.63
25:30.4, 0, Pass, 27 Ondrej Zdrahala,  ,21:56.4, 10.27, -2.41
25:30.7, 0, Player Catch, 19 Tomas Babak,  ,21:56.7, 12.80, 1.30
25:31.1, 0, Foul, 19 Tomas Babak, 13 Nikola Karabatic,21:57.1, 12.95, 0.43
25:35.9, 0, Time Stop,  ,  ,22:01.9, 655.35, 655.35
25:39.0, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,22:01.9, -2.71, 10.58
25:49.0, 0, Substitution, 19 Tomas Babak, 13 Pavel Horak,22:01.9, -4.11, 10.48
25:57.7, 0, Time Start,  ,  ,22:01.9, 655.35, 655.35
25:58.9, 0, Penatly Shot, 27 Ondrej Zdrahala,  ,22:02.0, 12.60, 0.00
25:59.5, 0, Goal, 27 Ondrej Zdrahala,  ,22:02.6, 12.37, 0.05
26:07.7, 0, Throw Off, 20 Cedric Sorhaindo,  ,22:10.8, -0.23, 0.10
26:07.9, 0, Player Catch, 13 Nikola Karabatic,  ,22:11.0, 1.30, 0.79
26:08.8, 0, Pass, 13 Nikola Karabatic,  ,22:11.9, 0.45, 0.34
26:09.2, 0, Player Catch, 4 Xavier Barachet,  ,22:12.3, 0.06, -4.48
26:10.1, 0, Pass, 4 Xavier Barachet,  ,22:13.2, -1.66, -4.43
26:10.8, 0, Player Catch, 28 Valentin Porte,  ,22:13.9, -5.64, -8.24
26:12.0, 0, Pass, 28 Valentin Porte,  ,22:15.1, -7.13, -8.14
26:12.8, 0, Player Catch, 20 Cedric Sorhaindo,  ,22:15.9, -7.92, -4.72
26:13.5, 0, Pass, 20 Cedric Sorhaindo,  ,22:16.6, -9.30, -5.70
26:14.3, 0, Player Catch, 4 Xavier Barachet,  ,22:17.4, -7.08, -5.27
26:15.4, 0, Pass, 4 Xavier Barachet,  ,22:18.5, -8.22, -6.19
26:15.9, 0, Player Catch, 28 Valentin Porte,  ,22:19.0, -11.20, -8.50
26:16.6, 0, Pass, 28 Valentin Porte,  ,22:19.7, -11.33, -8.63
26:17.0, 0, Player Catch, 4 Xavier Barachet,  ,22:20.1, -9.25, -7.21
26:18.0, 0, Pass, 4 Xavier Barachet,  ,22:21.1, -9.49, -6.88
26:18.7, 0, Player Catch, 13 Nikola Karabatic,  ,22:21.8, -7.62, 2.92
26:19.2, 0, Pass, 13 Nikola Karabatic,  ,22:22.3, -7.55, 3.37
26:19.6, 0, Player Catch, 21 Michael Guigou,  ,22:22.7, -9.55, 8.14
26:21.7, 0, Pass, 21 Michael Guigou,  ,22:24.8, -11.26, 4.16
26:22.0, 0, Player Catch, 13 Nikola Karabatic,  ,22:25.1, -9.22, -1.08
26:22.8, 0, Substitution, 22 Luka Karabatic, 18 William Accambray,22:25.9, -32768.00, -32768.00
26:23.9, 0, Pass, 13 Nikola Karabatic,  ,22:27.0, -13.67, -5.62
26:24.1, 0, Player Catch, 4 Xavier Barachet,  ,22:27.2, -14.12, -8.24
26:26.6, 0, Pass, 4 Xavier Barachet,  ,22:29.7, -12.19, -7.22
26:26.9, 0, Player Catch, 13 Nikola Karabatic,  ,22:30.0, -8.04, -3.27
26:27.5, 0, Pass, 13 Nikola Karabatic,  ,22:30.6, -7.62, -1.50
26:28.2, 0, Player Catch, 18 William Accambray,  ,22:31.3, -12.00, 7.25
26:28.7, 0, Pass, 18 William Accambray,  ,22:31.8, -13.03, 6.94
26:29.2, 0, Player Catch, 13 Nikola Karabatic,  ,22:32.3, -7.55, 0.84
26:29.9, 0, Pass, 13 Nikola Karabatic,  ,22:33.0, -7.60, 0.62
26:30.4, 0, Player Catch, 4 Xavier Barachet,  ,22:33.5, -10.64, -7.51
26:32.6, 0, Foul, 4 Xavier Barachet, 13 Pavel Horak,22:35.7, -12.24, -0.65
26:35.3, 0, Time Stop,  ,  ,22:38.4, 655.35, 655.35
26:36.4, 0, 2 Minute Exclusion, 13 Pavel Horak,  ,22:38.4, -13.90, 1.33
27:00.9, 0, Free Throw, 20 Cedric Sorhaindo,  ,22:38.4, -10.78, 1.19
27:01.5, 0, Player Catch, 18 William Accambray,  ,22:38.4, -7.33, 0.09
27:01.9, 0, Time Start,  ,  ,22:38.4, 655.35, 655.35
27:02.3, 0, Pass, 18 William Accambray,  ,22:38.5, -7.54, -0.31
27:02.8, 0, Player Catch, 4 Xavier Barachet,  ,22:39.0, -10.28, -8.26
27:04.1, 0, Player Catch, 18 William Accambray,  ,22:40.3, -7.42, -2.09
27:05.0, 0, Pass, 18 William Accambray,  ,22:41.2, -8.56, -1.04
27:05.5, 0, Player Catch, 13 Nikola Karabatic,  ,22:41.7, -9.18, 7.95
27:06.1, 0, Pass, 13 Nikola Karabatic,  ,22:42.3, -9.58, 8.34
27:06.5, 0, Player Catch, 21 Michael Guigou,  ,22:42.7, -14.11, 9.79
27:07.4, 0, Pass, 21 Michael Guigou,  ,22:43.6, -15.75, 9.22
27:07.9, 0, Player Catch, 13 Nikola Karabatic,  ,22:44.1, -8.76, 6.98
27:10.0, 0, Pass, 13 Nikola Karabatic,  ,22:46.2, -11.69, 1.52
27:10.2, 0, Player Catch, 20 Cedric Sorhaindo,  ,22:46.4, -13.91, 3.34
27:11.1, 0, Foul, 20 Cedric Sorhaindo, 32 Jakub Sindelar,22:47.3, -13.67, 3.47
27:14.6, 0, Time Stop,  ,  ,22:50.8, 655.35, 655.35
27:21.7, 0, Substitution, 8 Jiri Motl, 19 Tomas Babak,22:50.8, -6.12, 10.40
27:25.3, 0, Substitution, 18 William Accambray, 22 Luka Karabatic,22:50.8, 2.64, 9.92
27:33.0, 0, Substitution, 32 Jakub Sindelar, 22 Petr Linhart,22:50.8, -4.05, 10.58
27:43.4, 0, Penatly Shot, 21 Michael Guigou,  ,22:50.8, -12.70, -0.14
27:43.7, 0, Time Start,  ,  ,22:50.8, 655.35, 655.35
27:43.8, 0, Goal, 21 Michael Guigou,  ,22:50.9, -12.35, 0.10
27:50.3, 0, Substitution, 42 Jakub Szymanski, 41 Michal Kasal,22:57.4, -3.71, 10.24
27:52.2, 0, Throw Off, 27 Ondrej Zdrahala,  ,22:59.3, -0.38, -0.78
27:53.5, 0, Player Catch, 19 Tomas Babak,  ,23:00.6, 1.86, -8.90
27:54.3, 0, Pass, 19 Tomas Babak,  ,23:01.4, 3.23, -8.73
27:54.7, 0, Player Catch, 27 Ondrej Zdrahala,  ,23:01.8, 2.00, -3.70
27:55.5, 0, Pass, 27 Ondrej Zdrahala,  ,23:02.6, 2.65, -3.97
27:55.8, 0, Player Catch, 41 Michal Kasal,  ,23:02.9, 2.67, -6.17
27:57.3, 0, Pass, 41 Michal Kasal,  ,23:04.4, 5.02, -7.90
27:58.2, 0, Player Catch, 19 Tomas Babak,  ,23:05.3, 9.89, -9.30
27:58.9, 0, Pass, 19 Tomas Babak,  ,23:06.0, 10.75, -9.32
27:59.3, 0, Player Catch, 41 Michal Kasal,  ,23:06.4, 7.37, -8.32
28:00.5, 0, Pass, 41 Michal Kasal,  ,23:07.6, 8.60, -8.19
28:01.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,23:08.1, 3.84, -1.71
28:02.0, 0, Pass, 27 Ondrej Zdrahala,  ,23:09.1, 3.97, -1.14
28:02.7, 0, Player Catch, 22 Petr Linhart,  ,23:09.8, 8.61, 8.31
28:03.3, 0, Pass, 22 Petr Linhart,  ,23:10.4, 9.19, 8.45
28:03.6, 0, Player Catch, 5 Miroslav Jurka,  ,23:10.7, 11.22, 9.43
28:04.2, 0, Pass, 5 Miroslav Jurka,  ,23:11.3, 12.10, 9.34
28:04.5, 0, Player Catch, 22 Petr Linhart,  ,23:11.6, 10.26, 8.64
28:05.4, 0, Pass, 22 Petr Linhart,  ,23:12.5, 9.97, 7.71
28:06.0, 0, Player Catch, 27 Ondrej Zdrahala,  ,23:13.1, 5.04, 0.73
28:06.7, 0, Pass, 27 Ondrej Zdrahala,  ,23:13.8, 4.38, -0.28
28:07.2, 0, Player Catch, 41 Michal Kasal,  ,23:14.3, 9.02, -8.22
28:07.8, 0, Pass, 41 Michal Kasal,  ,23:14.9, 9.46, -8.57
28:08.2, 0, Player Catch, 27 Ondrej Zdrahala,  ,23:15.3, 4.45, -2.74
28:08.7, 0, Pass, 27 Ondrej Zdrahala,  ,23:15.8, 4.68, -3.33
28:09.1, 0, Player Catch, 19 Tomas Babak,  ,23:16.2, 8.38, -3.65
28:10.4, 0, Pass, 19 Tomas Babak,  ,23:17.5, 9.03, 1.21
28:10.6, 0, Player Catch, 5 Miroslav Jurka,  ,23:17.7, 8.07, 3.16
28:11.5, 0, Pass, 5 Miroslav Jurka,  ,23:18.6, 8.57, -0.11
28:11.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,23:18.9, 5.30, -4.15
28:12.6, 0, Pass, 27 Ondrej Zdrahala,  ,23:19.7, 6.25, -4.27
28:13.3, 0, Player Catch, 22 Petr Linhart,  ,23:20.4, 8.92, 8.70
28:14.2, 0, Pass, 22 Petr Linhart,  ,23:21.3, 10.53, 5.97
28:14.6, 0, Player Catch, 41 Michal Kasal,  ,23:21.7, 8.52, -2.04
28:15.3, 0, Pass, 41 Michal Kasal,  ,23:22.4, 10.12, -1.44
28:15.7, 0, Player Catch, 22 Petr Linhart,  ,23:22.8, 10.83, 6.46
28:18.0, 0, Pass, 22 Petr Linhart,  ,23:25.1, 10.90, 0.01
28:18.3, 0, Player Catch, 41 Michal Kasal,  ,23:25.4, 9.01, -2.96
28:19.4, 0, Pass, 41 Michal Kasal,  ,23:26.5, 11.47, -4.47
28:19.8, 0, Player Catch, 27 Ondrej Zdrahala,  ,23:26.9, 10.34, -7.11
28:22.0, 0, Pass, 27 Ondrej Zdrahala,  ,23:29.1, 11.08, 1.68
28:22.1, 0, Player Catch, 22 Petr Linhart,  ,23:29.2, 12.34, 6.78
28:22.8, 0, Shot, 22 Petr Linhart,  ,23:29.9, 14.51, 6.31
28:23.2, 0, Goal, 22 Petr Linhart,  ,23:30.3, 14.99, 6.11
28:28.2, 0, Substitution, 22 Petr Linhart, 42 Jakub Szymanski,23:35.3, -2.46, 9.90
28:29.1, 0, Throw Off, 22 Luka Karabatic,  ,23:36.2, 0.17, 0.43
28:29.6, 0, Player Catch, 13 Nikola Karabatic,  ,23:36.7, 2.74, 2.18
28:30.0, 0, Substitution, 28 Valentin Porte, 9 Guillaume Joli,23:37.1, 4.07, 9.31
28:30.8, 0, Pass, 13 Nikola Karabatic,  ,23:37.9, 0.88, 1.92
28:31.0, 0, Substitution, 20 Cedric Sorhaindo, 18 William Accambray,23:38.1, 4.66, 9.79
